status,tumor_id,bp_mutation_rate,suppression_param,blockade_param,species,origin,Time,w_mean_ant,w_mean_suppression,w_mean_blockade,mean_size,Total_Size,Total_Suppressive,Total_Blockade,Total_Tcell,founder_ant,founder_suppression,founder_protection,n_pheno,mean_ant
extant_carcinoma,0,2.91e-09,0.7,0.7,0.0,0.0,11613.0,0.17823356536859158,0.21067929533871863,4.8870168253007844e-05,23.385578231292516,85942.0,18106.200000000157,4.2,60087.32370004493,0.0,0.0,0.0,3675.0,0.30944659091759524
extant_carcinoma,0,2.91e-09,0.7,0.7,1.0,11495.0,11613.0,0.45936854180505404,0.7000000000000388,2.1937872167244498e-06,20423.2281626506,135610235.0,94927164.50000526,297.4999999999986,56073.63701186495,0.45204520452045205,0.7,0.0,6640.0,0.6609310479240715
extant_carcinoma,0,2.91e-09,0.7,0.7,2.0,11614.0,11979.0,0.7955352519944557,0.6999999999999994,0.003459385402274995,228421.3935483871,743511636.0,520458145.1999996,2572093.3,89113735.71397561,0.792979297929793,0.7,0.0,3255.0,0.8803921866841059
